P_CODE,P_NAME,Category,BRAND,Sub-Category,Inv,Listing Status
4499,EVEREADY 1015 AA,MISC/OTHERS,EVEREADY,BATTERY CELL,,
4518,BRITA PIZZA CHEESE 200 GM,DAIRY/FROZEN,BRITANNIA,CHEESE,,
4581,DABUR GULABARI ROSE 120ML BTL,COSMETICS,DABUR,FACE WASH,,
4602,SUGAR SUPER FINE (BULK),SUGAR/SALT,R.K.BAZAR,SUGAR,,
4637,GALA DUSTPAN,CLEANING MATERIAL,GALA,DUSTER-CLOSE,,
4652,AMUL FRESH CREAME CBD 200ML,DAIRY/FROZEN,AMUL,MILK CREAME,,
4659,FORTUNE KAC-GHA MUST OIL5 LTJ,OIL/GHEE/VANASPATI,FORTUNE,MUSTARD OIL,,
4681,TANG ORANGE FLAVOUR 500 GM,COLD/FRUIT DRINKS,TANG,SOFT DRINK CONCENTRATE,,
4734,EVE. CORIANDER POWDER 50 GM,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
4737,COLIN GLASS CLEANER 250 ML,CLEANING MATERIAL,COLIN,CLEANING LIQUID,,
4747,BADISOAP SHEKALI 250 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
4837,DOVE CREM BEAUTY SOAP 4*125G*,BATH SOAPS,DOVE,BATH SOAP,,
4839,HARPIC POWER PLUS LQ ORI200 ,CLEANING MATERIAL,HARPIC,TOILET CLEANER,,
4847,KISSAN MIX FRU JAM 500G BTL*,JAM/KETCH-UP/SARBAT,KISSAN,JAM,,
4864,MAGGI H&S SAUCE 1KG BTL,JAM/KETCH-UP/SARBAT,MAGGI,SAUCE,,
4918,LIJJAT UDID PAPAD BIG 200 G*,PAPAD/PICKLES/FRYMES,LIJJAT,PAPAD,,
4942,HOME LITES WIMCO SAFETYMATCH,POOJA ITEMS,HOME LITES,MATCH BOX,,
4968,BLACK SALT AKKA 250 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
5082,DABUR HONEY 500 GM BTL*,BABY/HEALTH-FOOD/DRINKS,DABUR,HONEY,,
5083,DABUR HONEY 1 KG BTL*,BABY/HEALTH-FOOD/DRINKS,DABUR,HONEY,,
5084,DABUR HONEY 250 GM BTL*,BABY/HEALTH-FOOD/DRINKS,DABUR,HONEY,,
5100,CINTHOL LIME SOAP 100GM*4,BATH SOAPS,CINTHOL,BATH SOAP,,
5105,TIDE LIQUID TL 2.2L (P),WASHING/DETERGENTS,TIDE,LIQUID WASHING DETERGENT,,
5108,GODREJ FRESHGLOW SOAP 4*75 G,BATH SOAPS,FAIR GLOW,BATH SOAP,,
5109,TIDE LIQUID FL 2.2L (P),WASHING/DETERGENTS,TIDE,LIQUID WASHING DETERGENT,,
5114,R.K.SABUDANA 1 KG,FASTING/UPWAS,R.K.BAZAR(TAX),SABUDANA,,
5115,SABUDANA  SMALL 250,FASTING/UPWAS,R.K.BAZAR(TAX),SABUDANA,,
5124,EVEREADY AAA 1012,MISC/OTHERS,EVEREADY,BATTERY CELL,,
5126,MILK MIST CURD 400 GM,DAIRY/FROZEN,MILKY MIST,DAHI,,
5135,AKKA DHANIYA 500 GM,SPICES/MASALA,MASALE,R.K.BAZAR,,
5144,MILKY MIST BAD & PIS SHR 100G,DAIRY/FROZEN,MILKY MIST,SHRIKHAND,,
5146,MAPRO KHUS SYRUP 700 ML BTL,JAM/KETCH-UP/SARBAT,MAPRO,SYRUP/CRUSH,,
5175,SUNF YIPPEE CHEESE PASTA 65GM,FAST FOOD (RADY TO EAT),SUNFEAST,PASTA,,
5190,MILK MIST CHEESE SLICE 200GM,DAIRY/FROZEN,MILKY MIST,CHEESE,,
5196,MILKY MIST BUTT UNSALTED 100G,DAIRY/FROZEN,MILKY MIST,BUTTER,,
5257,MILKY MIST ELAICHI SHRIK 100G,DAIRY/FROZEN,MILKY MIST,SHRIKHAND,,
5271,KISSAN MANGO JAM 200 GM BTL+,JAM/KETCH-UP/SARBAT,KISSAN,JAM,,
5273,KISSAN MIX FRU JAM 200G BTL*,JAM/KETCH-UP/SARBAT,KISSAN,JAM,,
5275,MILKY MIST BUTTER SALTED 100G,DAIRY/FROZEN,MILKY MIST,BUTTER,,
5370,Z TALC 100 GM,TALCUM/DEO/PERFUME,Z TALC,TALC POWDER,,
5378,AKKA HALKUND 500 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALA,,
5383,HALDIRAM BHUJIA SEV 200 GM,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
5390,LAL PHOOL 20 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
5392,HALDIRAM TASTY NUTS 150 GM,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
5393,HALDIRAM PANCH MIXTURE 200GM,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
5394,HALDIRAM MIXTURE 150GM,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
5397,HALDIRAM SOAN PAPDI 250 G ,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
5531,DETTOL ORIGINAL H/W 185ML(R,BATH SOAPS,DETTOL,HAND WASH,,
5535,HARPIC BATH R CLR LEMON 500 ,CLEANING MATERIAL,HARPIC,TOILET CLEANER,,
5536,TIDE  POWDE 7+3 KG*,WASHING/DETERGENTS,TIDE,WASHING POWDER/DETERGENT,,
5537,TIDE  POWDER LEMON 4+1KG,WASHING/DETERGENTS,TIDE,WASHING POWDER/DETERGENT,,
5576,DERMI COOL REG MANTH POW 150G,TALCUM/DEO/PERFUME,DERMI COOL,TALC POWDER,,
5600,MILKY MIST MANGO SHRIK 400GM,DAIRY/FROZEN,MILKY MIST,SHRIKHAND,,
5640,MILKY MIST PANEER 200 GM,DAIRY/FROZEN,MILKY MIST,PANEER,,
5671,TOOR DAL TASTY  (BULK) ,GROCERY,R.K.BAZAR,PULSES,,
5687,LIZOL D.F.C 3IN1CIT 500*,CLEANING MATERIAL,LIZOL,PHENYLE,,
5688,LIZOL 3IN1 D-S-C PINK 500ML ,CLEANING MATERIAL,LIZOL,PHENYLE,,
5691,MAGGI ATTA NODLES MAS 290GM*,FAST FOOD (RADY TO EAT),MAGGI,NOODLES,,
5721,PARLE MONACO PIZZA  103.68 GM,BISCUITS/BAKERY,PARLE,BISCUITS,,
5735,BAMBINO ROASTED VERMA 200 GM,FAST FOOD (RADY TO EAT),BAMBINO,VERMICILLY,,
5745,AMUL CHEESE CHIPLET 200GMCBD*,DAIRY/FROZEN,AMUL,CHEESE,,
5795,JEERA 500 GM ,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
5846,MAPRO ORANGE CRUSH 700 ML BTL,JAM/KETCH-UP/SARBAT,MAPRO,SYRUP/CRUSH,,
5848,WHEAT ORIM.P.SIHIR SILVERKAJU,GROCERY,R.K.BAZAR,WHEAT,,
5882,JOHNSON BABY SOAP 75 GM CBD,BATH SOAPS,JOHNSON & JOHNSON,BATH SOAP,,
5893,HALDIRAM ALL IN ONE 200 GM,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
5945,CHHELA MEHENDI HEENA POW 100G,HAIR CARE,HAIR COLOUR,CHHELA,,
5994,APPLE COTTON EAR (BUDS),MISC/OTHERS,BUFIN SOAP,BUDS,,
6039,KLI-NOL PREMIUM 1.LT,CLEANING MATERIAL,KLINOL,PHENYLE,,
6042,PISTA SADA 50 GM,DRY FRUITS,R.K.BAZAR(TAX),PISTA,,
6197,SOCIETY TEA 100 GM (R) ,TEA/COFFEE,SOCIETY,TEA,,
6243,VICCO TURMERIC CRE 30 GM CBD,COSMETICS,VICCO,SKIN CREAM,,
6261,BRITA BOURBON CRE BIS 150GM,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
6407,SALT TATA LITE LOW SODIU1KG,SUGAR/SALT,TATA SALT,SALTS,,
6427,CHITLE BHAKAR WADI 250 GM*,FARSAN/CHIKKI,CHITALE,WAFERS  & FARSAN,,
6435,HIMALAYA NEEM FACE WASH 50ML*,COSMETICS,HIMALAYA,FACE WASH,,
6437,CHAROLI 20 GM,DRY FRUITS,R.K.BAZAR(TAX),CHAROLI,,
6449,MAAZA MANGO DRINK 1.2 LT*,COLD/FRUIT DRINKS,MAZA,SOFT DRINKS,,
6452,BRITANNIA N/C DIGESTIVE 200G,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
6455,JOHNSON BABY SHAM 200ML BTL,HAIR CARE,JOHNSON & JOHNSON,SHAMPOO,,
6476,BRU GREEN LABEL COFFEE 200GM,TEA/COFFEE,BRU GREEN LABEL,COFFEE,,
6482,K-PRA NACHNI SATVA W-S 200 GM,SPICES/MASALA,K-PRA,POWDER,,
6511,PARLE 20-20 NICE SUG BIS500G*,BISCUITS/BAKERY,PARLE,BISCUITS,,
6544,PRAVIN MANGO PIC 1KG BTL,PAPAD/PICKLES/FRYMES,PRAVIN,PICKLE,,
6561,EVE. SABJI MASLA 100 GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
6628,MATKI DAL  250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
6630,GODREJ NO.1 SAND SOAP 5*100G,BATH SOAPS,GODREJ (CONSUMERS PRODUCT ),BATH SOAP,,
6688,SYNTHETIC ORANGE RED FOOD COL,JAM/KETCH-UP/SARBAT,SYNTHETIC,ESSENCE,,
6693,RIN ADVANCED BAR 250 GM+,WASHING/DETERGENTS,RIN,WASHING SOAP,,
6702,LASER PETALS3 WOMEN RAZOR 4PC,SHAVING PRODUCTS,LASER,SHAVING RAZOR,,
6725,NUTRELA SOYA CHUNKS 45 GM PLS,FAST FOOD (RADY TO EAT),NUTRELA,SOYA GRANUALS,,
6771,LASER SPORT 3 BLD RAZOR 5 PC,SHAVING PRODUCTS,LASER,SHAVING RAZOR,,
6777,KING CLEAN WIPER BIG,CLEANING MATERIAL,KING(WIPER),WIPER,,
6778,GALA SCRUB (STEEL),CLEANING MATERIAL,GALA,SCRUBBER,,
6846,SUNFEAST MARI LIGHT BIS 186GM,BISCUITS/BAKERY,SUNFEAST,BISCUITS,,
6863,AMUL PURE GHEE 200 ML JAR,OIL/GHEE/VANASPATI,AMUL,GHEE,,
6887,GUINEA GRO-NUT OIL 1LT(R) ,OIL/GHEE/VANASPATI,GUINEA,GROUNDNUT OIL,,
6899,CADBURY LICKABELS TOY 20 GM ,CHOCLATE/CONFECTIONRIES,CHOCLATES,CADBURY,,
6965,CAD DAIRY MILK CHOCOLATE 52 ,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
6976,MAGGI COCO MILK POW 25GM (R),FAST FOOD (RADY TO EAT),MAGGI,COCONUT MILK,,
6992,ODONIL ORCHID AIR FRESH 48GM,CLEANING MATERIAL,DABUR,AIR/CAR/ROOM FRESHNER,,
7013,HALDIRAM RASGULLA 1 KG(T) ,FARSAN/CHIKKI,HALDIRAM'S,RASGULLA,,
7014,SOYABEN SEED  250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
7024,CADBURY CHOC GOLD CHOC 330G*,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
7031,BARIK RAVA 1 KG,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
7103,AKKA DHANIYA 100GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
7146,NIVEA DEO MEN FRESH ACT 150ML,TALCUM/DEO/PERFUME,NIVEA,PERFUME/SPRAY,,
7223,KISSAN MIX FRU JAM 100G CNT*,JAM/KETCH-UP/SARBAT,KISSAN,JAM,,
7354,KIDS UMBRELLA RS 199 (JMD),MISC/OTHERS,JAI MATA DI,UMBRELLA,,
7402,PARACHUTE JASM H OIL300M BT ,HAIR CARE,PARACHUTE,HAIR OIL,,
7441,SPRITE 2.25 LT BTL*,COLD/FRUIT DRINKS,SPRITE,COLD DRINKS,,
7475,PEPSI 600 ML BTL,COLD/FRUIT DRINKS,PEPSI,COLD DRINKS,,
7485,ALA  LIQUID  200 ML+,WASHING/DETERGENTS,ALA,LIQUID WASHING DETERGENT,,
7491,KINLEY SODA 750 ML BTL,COLD/FRUIT DRINKS,KINLEY,MINERAL  WATAR,,
7495,BISLERI SODA 750ML BTL*,COLD/FRUIT DRINKS,BISLERI,SOFT DRINKS,,
7509,IDLI RAWA  500 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
7534,GEBI SUPER SPIN MOP,CLEANING MATERIAL,GEBI,MOP,,
7694,EVE. SAMBHAR MAS. 50 GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
7701,AAKASH GARLIC MIXTURE 800 GM,FARSAN/CHIKKI,AAKASH,WAFERS  & FARSAN,,
7706,EVE. CHAAT MASALA 50 GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
7707,EVE. TEA MASALA. 50 GM CBD,SPICES/MASALA,EVEREST,MASALA,,
7713,NESTLE MILKYBAR CHO 14 GM,CHOCLATE/CONFECTIONRIES,NESTLE,CHOCLATES,,
7716,EVE. PAV BHAJI MASA 50G CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
7773,EVE. GARAM MASALA 50GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
7790,KELLOGGS CHOCOS  250 GM (P),BABY/HEALTH-FOOD/DRINKS,KELLOGG,CORNFLAKES,,
7795,SUNNY DISINFE PRM PHENY 500M*,CLEANING MATERIAL,SUNNY,PHENYLE,,
7796,SUNNY DISINFE PRM PHENY 200M*,CLEANING MATERIAL,SUNNY,PHENYLE,,
7858,K-PRA MANGO PICK MASALA 100GM,SPICES/MASALA,K-PRA,MASALA,,
7863,DOOR MAT RS.99*,CLOTHS,BRAND NO,DOORMAT,,
7891,DOOR MAT 1PC 13X19 RS.29,CLOTHS,BRAND NO,DOORMAT,,
7911,HALDIRAM MOONG DAL 200 GM,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
7954,COLGATE T PASTE 200+100 GM*,DENTAL CARE,COLGATE,TOOTH PASTE,,
8002,FORTUNE REF SUN OIL 1LT (R),OIL/GHEE/VANASPATI,FORTUNE,SUNFLOWER OIL,,
8004,FORTUNE 5 LIT REF SUN OIL J,OIL/GHEE/VANASPATI,FORTUNE,SUNFLOWER OIL,,
8006,FORTUNE FILT GRO OIL 1 LT (R),OIL/GHEE/VANASPATI,FORTUNE,GROUNDNUT OIL,,
8011,FORTUNE SOYABEAN OIL 1 LT(R),OIL/GHEE/VANASPATI,FORTUNE,SOYABEAN OIL,,
8013,FORTUNE SOYABEAN OIL 5 LT(J),OIL/GHEE/VANASPATI,FORTUNE,SOYABEAN OIL,,
8069,ACT II INST CHIL P/CORN 60 GM,FAST FOOD (RADY TO EAT),ACT-II,READY TO EAT,,
8099,EVE. KITCHEN KING 50 GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
8101,EVE. DRY AMCHUR POW.50GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
8102,EVE. TANDOORI CHICKEN 50 GM C,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
8104,EVE. MEAT MASALA 50 GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
8114,WHISPER CHOICE XL WINGS 6 PAD,SANITARY NAPKINS/DIAPERS,WHISPER,SANITARY NAPKINS,,
8134,EVE. CHIKEN MASALA 50 GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
8135,EVE. SHAHI BIRYANI MASA 25 GM,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
8144,BRITA M M CHESE SLICE 100G,DAIRY/FROZEN,BRITANNIA,CHEESE,,
8164,TATA AGNI TEA 100GM (R),TEA/COFFEE,TATA TEA,TEA,,
8202,SURF EXCEL QUICK WASH 1 KG+,WASHING/DETERGENTS,SURF EXCEL,WASHING POWDER/DETERGENT,,
8219,SOCIETY TEA 1 KG (R)*,TEA/COFFEE,SOCIETY,TEA,,
8238,SURF EXCEL QUICK WASH 500G+,WASHING/DETERGENTS,SURF EXCEL,WASHING POWDER/DETERGENT,,
8331,EVE.KESARI MILK MAS 10G BTL,SPICES/MASALA,EVEREST,MASALA,,
8333,EVE. CUMIN POWDER 50GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
8354,NESTLE POLO MINT 281.1 GM,CHOCLATE/CONFECTIONRIES,POLO,CHOCLATES,,
8590,TOOTH PICK RS 15,DENTAL CARE,JAI MATA DI,TOOTH  PICKS,,
8650,MAAZA MANGO DRINK 600 ML,COLD/FRUIT DRINKS,MAZA,SOFT DRINKS,,
8661,MAPRO MIXED FRUIT JAM 100 GM,JAM/KETCH-UP/SARBAT,MAPRO,JAM,,
8674,GREEN CITY OXO BIO GARB 25X30,CLEANING MATERIAL,DISPOSAL PRODUCTS,GARBAGE BAGS,,
8686,PAPER PLATE NO -3,MISC/OTHERS,R.K.BAZAR,PLATE,,
8688,SILVER PLATE NO- 0*,MISC/OTHERS,DISPOSAL PRODUCTS,PLATE,,
8812,DETTOL ANTISEPTIC LIQ 250ML,CLEANING MATERIAL,DETTOL,CLEANING LIQUID,,
8815,DABUR CHYAWANPRASH 1 KG (J)*,BABY/HEALTH-FOOD/DRINKS,DABUR,CHAWANPRASH,,
8816,DABUR CHYAWANPRASH 500 GM (J*,BABY/HEALTH-FOOD/DRINKS,DABUR,CHAWANPRASH,,
8817,DABUR CHYAWANPRASH 250 GM (J),BABY/HEALTH-FOOD/DRINKS,DABUR,CHAWANPRASH,,
8829,FANCY UMBRELLA RS 249 (JMD),MISC/OTHERS,JAI MATA DI,UMBRELLA,,
8835,VICKS VAPORUB 50GM BTL,MISC/OTHERS,VICKS,MEDICATED PRODUCT,,
8859,DOOR MAT RS.49*,CLOTHS,BRAND NO,DOORMAT,,
8885,VIM DISH WASH LIQID 500MLPLS+,CLEANING MATERIAL,VIM,LIQUID SOAP,,
8924,AMUL CHEESE SLICE 100 GM*,DAIRY/FROZEN,AMUL,CHEESE,,
8929,HIMA DAILY CARE PRO SHMP 180M,HAIR CARE,HIMALAYA,SHAMPOO,,
8931,FRESHREE SMARTO TISS 50 PILLS,MISC/OTHERS,FRESHREE,TISSUES,,
9015,LASER SPORT2 L HAND RAZOR 16P,SHAVING PRODUCTS,LASER,SHAVING RAZOR,,
9017,BISLERI 250 ML,COLD/FRUIT DRINKS,BISLERI,MINERAL  WATAR,,
9027,BISLERI 500 ML,COLD/FRUIT DRINKS,BISLERI,MINERAL  WATAR,,
9032,ORAL B CRIS GUM CARE (2+2)MED,DENTAL CARE,ORAL-B,TOOTH BRUSH,,
9100,RICE STEEM BEST MURLIWALA*23,GROCERY,RICE,R.K.BAZAR,,
9165,FORTUNE ROZANA BASMATI 5KG,GROCERY,FORTUNE,BASMATI BRANDED,,
9194,FAIR & LOVELY ADVA MULTI80G+,COSMETICS,FAIR & LOVELY,SKIN CREAM,,
9566,BADAM ROYAL 250 GM,DRY FRUITS,R.K.BAZAR(TAX),BADAM(ALMOND),,
9587,KALA WATANA 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
9644,INDIA GATE TIBAR BAS RICE1KG,GROCERY,INDIA GATE,BASMATI BRANDED,,
9645,INDIA GATE SUPER BAS RICE 5K,GROCERY,INDIA GATE,BASMATI BRANDED,,
9648,INDIA GATE ROZANA BAS RICE1K,GROCERY,INDIA GATE,BASMATI BRANDED,,
9649,INDIA GATE DUBAR BAS RICE 5K,GROCERY,INDIA GATE,BASMATI BRANDED,,
9725,BRITA VANILA CREAM ROLL 45 GM,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
9754,SANTOOR SAN SOAP 3*125G (3+1),BATH SOAPS,SANTOOR,BATH SOAP,,
9763,BRITA MILK BIKIS BIS 35.50 GM,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
9887,GREEN CHANA 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
9909,BOURNVITA CRU COKIE BIS 41.8G,BISCUITS/BAKERY,BOURNVITA,BISCUITS,,
10000,PARLE MONACO CLASSIC 400GM ,BISCUITS/BAKERY,PARLE,BISCUITS,,
10147,LIMCA 2.25 LITRE BTL,COLD/FRUIT DRINKS,LIMCA,COLD DRINKS,,
10164,KNOR CUP-A-SOUP HOT&SOUR 11G,FAST FOOD (RADY TO EAT),KNORR,SOUP,,
10213,FRESHREE ALUMI FOIL TWIN50G*,MISC/OTHERS,FRESHREE,SILVER FOIL,,
10251,TATA TEA GOLD 250GM (R),TEA/COFFEE,TATA TEA,TEA,,
10263,PATANJALI SHIKAKAI SHAM 200M,HAIR CARE,PATANJALI,SHAMPOO,,
10296,GANESH IDLI RAWA 500 GM,GROCERY,GANESH PAPAD,ATTA BRANDED,,
10299,GANESH RICE POWDER 500 GM,GROCERY,GANESH PAPAD,ATTA BRANDED,,
10436,AMUL AUSAR KAJU KATRI 200 GM,FARSAN/CHIKKI,AMUL,SWEETS,,
10459,R.K. BESAN 500 GM,GROCERY,R.K.BAZAR(TAX),BESAN,,
10527,AMUL LASSI CBD 250 ML,DAIRY/FROZEN,AMUL,CHEESE,,
10533,EVE. TIKHLAL CHILLY PWD 100G,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
10589,EVE.TIKHALAL CHILLY PWD500G*,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
10590,EVE.CORIANDER POWDER 500GMPLS,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
10591,EVE. TURMERIC POWDER 500 GM,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
10622,STAYFREE SECURE DRY REG 8+2P,SANITARY NAPKINS/DIAPERS,SANITARY NAPKINS,STAYFREE,,
10627,TOOR DAL LATUR 1 KG,GROCERY,R.K.BAZAR(TAX),PULSES,,
10639,ODONIL AIR FRE COMB MIX 4*48,CLEANING MATERIAL,DABUR,AIR/CAR/ROOM FRESHNER,,
10695,EVE.CORIANDER PWD 200GM PLS,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
10708,DOVE 1/4 MOIS CR SOAP 100GM.,BATH SOAPS,DOVE,BATH SOAP,,
10709,EVE. TURMERIC POWDER 100GM ,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
10711,EVE. TURMERIC POWDER 200 GM,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
10712,EVE. BLACK PEPPER POW 50 GM,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
10714,EVE.TIKHALAL CHILLY PWD200G*,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
10788,BRITA G/D PINE APPLE CAKE 65G,BISCUITS/BAKERY,BRITANNIA,CAKES,,
10996,NUTRELA SOYA MINI CHUNC 200GM,FAST FOOD (RADY TO EAT),NUTRELA,SOYA CHUNKS,,
11071,HIT COCKROACHES RED 200ML*,INSECTICIDES/REPELLANT,HIT,INSECTICIDES,,
11169,SANTOOR S-T-O SOAP4*100G,BATH SOAPS,SANTOOR,BATH SOAP,,
11191,GIRNAR ROYAL CUP TEA 1KG PLS,TEA/COFFEE,GIRNAR,TEA,,
11213,MIX SEED 250 GM,GROCERY,R.K.BAZAR(TAX),MIX DAL / MIX SEED,,
11220,DETTOL SKIN CARE SOAP 75GM,BATH SOAPS,DETTOL,BATH SOAP,,
11228,EVE. CORIANDER POWDE 100GM,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
11229,EVE. KASHMIRILAL POWDE 100GM,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
11384,SAFFOLA GOLD OIL 5LT CAN,OIL/GHEE/VANASPATI,SAFFOLA,KARDAI OIL,,
11400,BRITA T- JIM JAM CR BIS 138GM,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
11414,GODREJ NO.1 JASM SOAP 5*100G,BATH SOAPS,GODREJ (CONSUMERS PRODUCT ),BATH SOAP,,
11475,GODREJ NUPUR MEH. POWDER 150G,HAIR CARE,GODREJ (CONSUMERS PRODUCT ),HAIR COLOUR,,
11485,KISSAN FRESH TOM KET 90GM(R),JAM/KETCH-UP/SARBAT,KISSAN,KETCHUP,,
11502,PANDA SMART GAS LIGHTER,UTENSILS,JAI MATA DI,STEEL,,
11508,AASHIRWAAD ATTA 10 KG (MP),GROCERY,AASHIRWAD,ATTA BRANDED,,
11619,SURF EXCL EASY WASH 1KG RFL+,WASHING/DETERGENTS,SURF EXCEL,WASHING POWDER/DETERGENT,,
11676,TATA AGNI TEA 1KG (R) ,TEA/COFFEE,TATA TEA,TEA,,
11948,DETTOL COOL SOAP 4*125GM#,BATH SOAPS,DETTOL,BATH SOAP,,
11971,PATANJALI COCONUT OIL 200ML ,HAIR CARE,PATANJALI,HAIR OIL,,
12055,CHANDRIKA SOAP 125*3 GM (3+1),BATH SOAPS,CHANDRIKA,BATH SOAP,,
12072,RIN ADVANCED POWDER 1 KG+,WASHING/DETERGENTS,RIN,WASHING POWDER/DETERGENT,,
12073,RIN ADVANCED POWDER 500 GM+,WASHING/DETERGENTS,RIN,WASHING POWDER/DETERGENT,,
12074,RIN ADVANCED POWDER 2 KG+,WASHING/DETERGENTS,RIN,WASHING POWDER/DETERGENT,,
12172,SCENTON SANITARY CUBES 150 G,CLEANING MATERIAL,SCENTON,AIR/CAR/ROOM FRESHNER,,
12379,ACT II INST CLAS P/CORN 150GM,FAST FOOD (RADY TO EAT),ACT-II,READY TO EAT,,
12396,SUNSILK BLACK SHINE SH 180M+,HAIR CARE,SUNSILK,SHAMPOO,,
12457,MAIDA 500 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
12521,KISMISH 250 GM ,DRY FRUITS,R.K.BAZAR(TAX),KISMISH,,
12534,MAGGI MASALA NOODLE 560GM*,FAST FOOD (RADY TO EAT),MAGGI,NOODLES,,
12551,TIDE WASH BAR 250 GM,WASHING/DETERGENTS,TIDE,WASHING SOAP,,
12595,WHEAT LOK-1 NEELAM,GROCERY,R.K.BAZAR,WHEAT,,
12625,DABUR RED TOOTH PASTE 200GM,DENTAL CARE,DABUR,TOOTH PASTE,,
12638,BORIC ACID POWDRE 200 GM*,MISC/OTHERS,SARVODAYA,MEDICATED PRODUCT,,
12643,BORIC ACID POWDER 100 GM,MISC/OTHERS,SARVODAYA,MEDICATED PRODUCT,,
12647,BLISS LIMON AIR POCKET 10 GM,CLEANING MATERIAL,BLISS,AIR/CAR/ROOM FRESHNER,,
12651,SCENTON SANITARY CUBES 100 G,CLEANING MATERIAL,SCENTON,AIR/CAR/ROOM FRESHNER,,
12658,ODONIL ROSE AIR FRESH 48GM,CLEANING MATERIAL,DABUR,AIR/CAR/ROOM FRESHNER,,
12677,ODONIL JASMIN AIR FRE 48GM,CLEANING MATERIAL,DABUR,AIR/CAR/ROOM FRESHNER,,
12691,KLI-NOL PREMIUM 500 ML,CLEANING MATERIAL,KLINOL,PHENYLE,,
12692,KLI-NOL PREMIUM 170 ML,CLEANING MATERIAL,KLINOL,PHENYLE,,
12757,FIGARO OLIVE OIL 200 ML,OIL/GHEE/VANASPATI,FIGARO,OLIVE OIL,,
12779,STAYFREE COTTON SOFT E-L20P ,SANITARY NAPKINS/DIAPERS,STAYFREE,SANITARY NAPKINS,,
12887,GEMINI REF SUNF OIL 1LT (R),OIL/GHEE/VANASPATI,GEMINI,SUNFLOWER OIL,,
12902,GEMINI REF SUNF OIL 5LT CAN ,OIL/GHEE/VANASPATI,GEMINI,SUNFLOWER OIL,,
12939,GOD NUPUR MEHANDI POW 75 GM,HAIR CARE,GODREJ (CONSUMERS PRODUCT ),HAIR COLOUR,,
